%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 6
% vectors count = 1000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute attrib_3 numeric
@attribute attrib_4 numeric
@attribute attrib_5 numeric
@attribute attrib_6 numeric
@attribute class {0, 1}
@data
131.50781,387.9397,-450.10815,-658.486,-584.21515,454.0923,0
-286.23096,316.28552,633.8644,204.49121,242.2555,-14.790344,1
369.6997,-170.20312,503.93127,-737.31775,-449.67902,801.5569,0
382.61987,-144.48193,35.366577,-652.6658,865.3186,-529.172,1
986.1416,367.05786,494.891,617.985,-521.8677,159.31372,1
308.67847,382.1787,400.98328,234.4895,-754.48816,486.5171,0
-667.4791,962.3949,427.4359,461.58105,778.48535,835.17834,1
208.78381,-194.20343,937.21423,722.0675,434.07214,-353.06396,1
978.5945,650.6616,-42.49359,604.5209,-280.82074,-629.79156,1
150.72778,-695.1572,-469.55347,235.50073,861.7455,-685.2197,1
334.75208,795.7302,86.8407,-862.4624,-376.39246,-119.1579,1
478.5454,352.88562,-424.50647,948.6323,736.6343,986.4392,1
-444.5047,-10.961914,-84.60547,756.9586,-453.37286,377.7694,0
-270.73572,-22.387756,-607.21173,-270.36096,50.259766,576.59753,0
125.87317,-977.3544,-35.55774,-45.537354,-895.36346,47.070435,0
990.999,209.93054,210.48975,-420.4475,366.34326,642.9774,1
-74.51251,-409.69293,656.96814,383.3694,-239.66418,262.35803,1
-611.3875,494.81958,-794.6621,634.85693,865.631,969.3745,1
-855.23456,278.26306,-96.71692,-346.40564,-494.7747,567.3667,0
-193.01208,-662.4516,801.16943,-161.16571,606.4181,-10.406311,1
-804.2289,-996.83746,288.6339,-565.6372,712.9735,-973.37,1
-426.7118,-351.66272,316.58813,-892.9632,-365.7411,-713.1612,1
-285.09235,337.72778,95.89734,58.219116,-45.635254,187.59595,1
-381.59705,-874.5111,-866.64136,220.46875,-564.3291,-157.42737,0
-102.56177,-864.5211,-679.7209,821.834,-230.38263,-569.2705,1
-375.8836,581.468,-175.3299,775.76086,279.4762,-164.19183,1
-266.16498,524.0355,-55.72888,-131.44727,-213.56451,-295.14557,1
-163.64673,-631.6361,-862.5011,-695.17236,-774.2526,-391.75055,0
235.5393,682.2191,-960.0599,914.5895,152.24219,-446.80615,1
586.1898,-1.378418,365.87207,-852.80554,6.1540527,-87.34717,1
-557.2017,849.3806,-248.04352,145.22156,16.61621,-68.73352,1
109.14722,-316.11914,481.91406,-183.6065,590.83435,751.2324,1
899.8191,736.08167,888.5957,-640.7086,-244.96729,-398.99762,1
-10.393921,829.2157,-590.86035,-552.4788,55.74475,-12.113892,1
-637.4396,913.4618,709.27576,879.77856,-232.41302,856.14526,1
-518.98016,-477.98035,-972.47217,446.26,-649.23096,-517.5271,0
772.05884,854.3248,546.0182,-124.84442,-983.53955,992.2081,0
-936.08014,744.2367,-107.50391,680.3677,742.69385,-252.67651,1
-18.73175,82.183716,-867.44507,550.694,983.46204,279.9557,1
-97.45477,-586.412,229.96948,462.8396,68.48999,65.621826,1
365.9624,355.20435,938.62244,170.8435,-565.9404,234.59045,1
-652.7504,-576.0994,537.3165,-828.34515,483.16296,-361.7541,1
280.33765,970.19116,-581.67755,-936.7439,-733.1065,693.5161,0
-696.3293,606.5957,75.00415,634.21814,122.76648,640.1101,1
335.5232,-882.53613,880.24866,-368.01733,807.84106,623.7661,1
150.974,-25.151428,676.39905,-624.68646,-972.99963,69.00598,0
684.2881,750.67395,673.41113,971.822,-824.71936,-324.12347,1
-59.68933,738.8827,633.22595,485.59058,777.14294,-40.610962,1
887.81177,656.3142,556.81824,-72.24469,-201.7185,-715.8053,1
840.95764,395.31726,931.7645,213.30151,-396.10565,910.51355,1
520.4646,-684.11993,481.90137,382.8529,812.0228,-415.68774,1
225.43738,-304.56073,-180.0484,415.21936,206.0376,-57.229187,1
436.11792,749.339,-434.20105,184.99133,884.8252,-423.4817,1
396.2412,-513.28,-421.872,-276.63947,-805.3494,448.03894,0
574.58716,-188.22589,-230.1576,-562.8253,-951.2456,809.8683,0
755.6072,298.85815,-553.7484,-307.65137,-61.068542,-560.6957,1
329.3877,-614.23474,-278.58392,878.20435,-689.1639,-605.3293,1
-793.8632,110.07568,927.9741,-712.0508,638.5276,-568.2287,1
-171.9414,-429.7215,-771.31067,769.89795,-785.5014,-628.10693,0
-256.14337,981.3512,147.05652,-139.48389,683.5857,-897.87524,1
993.8917,312.53503,-663.45013,-915.99347,100.9375,376.1952,1
566.6625,-814.27435,574.17847,-782.2093,787.5702,374.56885,1
-37.02234,-37.464417,258.39355,846.4381,-412.32294,124.999146,1
-430.08868,86.77283,272.27527,-430.30432,-10.77533,-228.28601,1
-676.93713,950.6173,192.25378,248.3424,-263.32324,-450.79224,1
-162.74426,334.77222,826.10864,-36.527466,-581.1228,745.3391,0
196.62732,-108.91583,-426.92902,-473.08533,-648.1114,658.6388,0
-48.91449,326.8656,-639.2875,710.6229,-733.4896,-348.56055,0
-45.004944,905.83276,114.97571,-423.54675,-560.55725,-281.2967,1
-439.32007,175.146,-271.46545,115.7406,-793.5128,-299.50946,0
583.1915,-343.7224,80.462036,576.57446,-984.521,-602.3117,1
-590.29504,-954.21,-574.63464,-265.96808,979.3043,-851.34705,1
191.76855,908.4188,963.67017,605.6459,-839.1798,613.22327,1
869.4741,-874.43787,-242.51544,828.59595,543.86755,682.40344,1
-707.6308,848.55273,-921.3938,382.96228,-556.2301,-694.7494,0
-119.83777,-310.20184,-134.30634,925.8862,177.85669,969.3976,1
-594.1914,-257.0199,806.4995,-397.1214,-487.03003,-472.36115,1
-773.0231,-773.3093,-927.82184,326.71765,-562.32007,-936.67566,0
-874.47565,-841.37036,681.61816,-242.86249,-279.1147,-841.12085,1
668.5217,-352.0282,-524.1708,765.225,408.18005,995.3175,1
-647.59955,893.7042,690.7245,-691.63855,-390.84784,-519.42017,1
751.5156,642.3297,929.99976,-748.3994,-277.25665,-510.8834,1
-674.82916,128.78955,-899.1936,-279.73132,-442.26904,296.30774,0
-352.00903,932.9695,-430.13306,-379.2339,898.9165,504.75232,1
666.31323,-142.31195,-243.32452,-319.75684,-941.9901,-125.34967,0
540.5432,93.31348,-222.71661,982.963,286.5891,-729.3937,1
-53.455444,-606.42786,104.472534,-132.53156,915.70264,-200.79858,1
-41.84015,-345.091,-120.80554,133.57275,365.2539,-393.72528,1
-758.2651,669.87805,199.0774,-175.08453,222.59363,794.4999,1
-970.3931,-490.8092,-28.589844,28.308838,-746.19214,-331.25635,0
814.25916,166.6897,-357.12878,-113.95007,156.88403,770.78235,1
-126.69165,-940.1737,42.716797,666.2467,-889.1866,771.9606,0
396.5077,-407.80823,780.25354,687.2042,-419.90778,691.735,1
282.10278,224.94653,45.019897,146.98828,605.0885,-365.03394,1
-412.5177,935.0939,536.76843,564.13794,-5.8276367,-581.7383,1
-511.78174,-781.3552,713.41406,279.58838,-174.05005,306.328,1
-405.89575,-822.23535,43.648438,-913.61426,-294.28955,-582.39087,1
108.25513,58.7052,785.7743,919.6908,-120.61188,92.697266,1
-42.93103,821.13354,628.037,-874.4254,-985.23364,-848.97797,1
369.92737,952.5969,804.67065,197.65979,-19.09967,86.88257,1
996.77844,421.25342,876.1041,183.96558,-95.87109,-935.5715,1
411.75513,-893.6462,-94.88995,-25.687683,107.66882,-654.0775,1
-501.90814,573.7406,290.7235,227.05652,-949.54236,405.48132,0
823.8645,81.03223,-100.189575,-777.81104,-787.7821,412.20593,0
-376.6667,-793.861,567.32935,-30.841187,11.985168,-423.38824,1
662.49915,589.0204,569.41785,579.1306,-373.36047,700.7765,1
-798.79675,-350.417,-298.97052,453.4408,-831.83966,-592.41895,0
-77.200134,577.5513,-651.7207,-942.74884,-399.0691,-706.4724,0
-615.06226,-240.03766,-985.0008,-151.99377,394.812,592.33923,1
-106.13562,-410.65326,-432.91357,814.229,-79.06073,-113.91864,1
-793.7316,345.11853,764.63806,647.15735,-445.88153,-416.16663,1
-52.947083,-279.59827,71.910034,5.1678467,-759.13855,25.713501,0
-227.56537,328.43298,223.92065,-77.93298,-338.12823,-523.2678,1
-877.04486,-987.50714,-615.15247,-967.8973,142.20215,358.7721,0
-238.29364,440.4923,-900.17084,907.6655,-934.774,-168.13538,0
-615.60974,823.0753,-395.29254,-5.4422607,-4.456299,-626.3877,1
468.57483,779.34766,747.7052,42.623413,122.323975,7.4958496,1
592.2632,607.8102,966.8612,818.38965,-546.56213,-919.85254,1
932.9767,316.21033,-25.183228,-403.10828,720.90063,361.39417,1
-861.94495,-368.95874,-610.40796,401.479,842.178,-790.30383,1
-341.38458,347.25464,-778.61847,226.3363,-493.8376,673.968,0
731.1754,-612.8793,429.9768,-836.3412,847.1686,-151.11633,1
-916.3507,-996.4704,597.74854,186.58655,-91.05463,-683.4149,1
-908.63696,970.5569,-144.46149,624.59973,701.0581,938.9313,1
312.71997,229.80408,-366.61053,518.2877,-26.638794,50.50659,1
235.76721,275.54175,-491.391,57.1969,585.75696,-223.25195,1
652.4938,129.50293,-342.19727,283.53735,578.83716,-109.29523,1
677.30334,735.4885,-701.4518,-124.66559,-851.08887,546.8181,0
-786.40247,246.71924,-514.60864,888.34875,-65.33392,-794.84375,1
-834.6793,330.78955,2.664917,213.72876,-87.63519,992.9502,0
250.02795,-782.3883,-484.17737,-331.4234,-804.1198,144.0315,0
-398.41766,798.0846,-910.10895,-856.11664,-85.41626,606.53955,0
2.819641,-727.67114,488.33752,246.8103,707.4686,-395.46857,1
-545.9972,366.90442,-998.0387,144.01086,180.97949,163.06897,1
597.9617,304.92957,942.92346,685.3192,729.6609,235.94727,1
-632.45337,929.63574,235.05627,802.11365,555.5166,81.15027,1
19.249817,-347.40576,-56.775208,165.2146,530.20105,-524.1487,1
-263.857,318.33044,160.56763,280.23328,-946.0562,908.4917,0
334.97302,336.7511,805.5112,814.5708,-549.7583,282.15076,1
751.4238,316.95935,806.84827,-195.78284,213.44128,-743.2505,1
-796.97375,317.57324,-545.0154,-611.677,958.6886,87.06714,1
-116.453186,-819.7098,794.51404,367.16907,-84.570435,712.30347,1
212.2555,299.62268,-404.85004,-229.6582,-194.46832,547.932,0
876.31836,-239.35205,276.0653,946.08606,-152.26111,-357.42755,1
-161.4671,-199.7453,127.93848,-276.8399,-832.10156,-93.98346,0
-846.71735,861.3906,-923.69916,830.0089,-850.7093,397.56482,0
702.2733,553.71594,201.71448,-46.594788,-846.72754,188.4419,0
33.399048,141.01733,-736.8006,-855.65985,-155.10315,-826.0625,1
409.7981,872.70386,-108.741394,391.07056,182.52051,-900.4557,1
344.38013,-215.60272,99.64722,-670.1833,429.7334,763.91345,1
544.16187,325.479,-171.73193,-401.66412,621.0742,-753.10187,1
898.7175,-762.308,-265.40668,195.94568,402.5022,-446.0119,1
-658.2434,-989.54675,-897.12946,428.72522,-440.18073,-666.4731,0
861.87683,571.11646,87.91675,217.5459,-326.75836,-531.5698,1
249.21155,-178.4978,-553.89996,449.96912,867.94226,-878.33777,1
-705.9072,-511.23312,-833.506,-20.637268,586.2081,-929.83453,1
900.8137,-603.92053,-919.764,-775.9839,-451.80603,334.7367,0
86.651855,647.31934,519.65735,-902.4482,800.19446,-263.2967,1
-910.1288,-75.46063,-311.63745,305.2157,20.729431,-786.87366,1
140.50195,-224.52002,700.4381,558.15784,458.1123,721.3508,1
28.149414,-327.09875,706.4529,-227.22461,244.88354,-824.51434,1
949.4813,-896.3508,444.6925,-788.46094,954.6139,990.03235,1
595.7113,932.6179,580.7435,-743.8303,-441.04608,-38.652954,1
752.41235,818.33704,-186.591,148.02026,-825.0167,-8.386353,0
-620.8024,159.73767,760.11,-257.74176,-223.74512,741.98376,1
107.75757,-351.55298,-235.79767,853.88135,330.47998,-25.29425,1
79.781006,302.1787,-992.3869,970.4498,421.41772,985.36414,1
121.4939,270.62317,526.2003,408.11926,454.77283,-893.4961,1
342.74133,-262.33722,117.33508,-72.67511,24.111938,347.35217,1
-376.69586,-11.566895,748.2311,-470.75018,253.05005,-520.7079,1
218.7987,-143.81915,312.08105,844.708,108.06482,-464.85944,1
-661.8507,95.23889,673.4271,-982.26086,-690.14746,-892.1739,1
313.05872,119.69556,474.4712,185.26099,921.4624,-49.77472,1
-460.2707,473.18323,-435.94128,-936.50995,-336.37872,225.88098,0
-789.3864,-581.8901,928.40356,-632.7553,50.515747,967.0635,1
799.29834,-689.1995,258.61816,-0.8696289,445.41138,-417.16803,1
988.5585,-285.63873,739.82214,-564.8268,841.18005,-60.116882,1
-742.2483,-660.66406,88.87488,378.68176,656.1726,21.211853,1
532.3744,332.82776,-554.8253,-474.33093,-975.28235,-546.0597,0
350.85474,-307.0611,-582.17053,747.51465,-778.5484,383.7694,0
970.3419,794.06274,742.9011,807.8967,-898.9999,948.84814,0
106.93787,390.46912,780.1914,-856.67755,214.32458,753.6279,1
-177.15558,835.19946,-2.256775,-404.46057,879.1443,-359.56866,1
-986.66626,516.7378,-984.78394,-770.8206,576.82104,173.72559,1
434.13013,179.19849,409.6234,-467.64594,-891.71497,653.886,0
12.288086,-551.4179,-122.56793,8.568787,-202.94678,321.79272,1
912.2992,-272.56305,388.28943,-854.0764,-648.0135,454.85327,0
-560.97437,926.2456,-606.001,-691.3977,-186.28125,-865.29785,1
148.99109,148.96619,-948.1224,-355.6994,-832.0014,-973.65344,0
-345.89154,413.1234,708.1362,-358.5235,921.5969,-918.8927,1
-476.5556,-673.9042,-167.99933,597.8148,-749.2306,788.2925,0
749.17554,-982.99915,-693.73486,665.54004,-358.88782,-326.1421,1
-383.69116,789.7865,-80.08484,103.39612,477.32495,-7.215454,1
19.606445,263.49805,-627.7854,-733.82544,-608.0071,893.76465,0
-333.20758,-860.3374,-272.21625,-828.65784,-232.16675,-748.03424,1
-100.395386,-782.492,-454.96222,263.02136,375.50293,-536.1406,1
-397.5741,-507.71167,-334.0063,-595.4618,330.3711,-33.205994,1
-255.35193,840.99524,-422.30566,-76.08954,-678.31824,-631.6211,0
253.93384,237.67078,-648.05,557.7129,205.11646,723.76465,1
223.21167,55.599976,302.05542,827.1809,697.478,-346.72577,1
838.40295,-192.20941,867.71423,269.39685,-943.6098,212.99792,1
-855.8872,-253.92896,-98.60986,162.90625,598.6157,375.1289,1
-47.85791,772.2822,873.3124,151.82239,881.67786,894.9238,1
297.79187,895.6271,-225.3042,299.87048,862.48584,-417.05292,1
-839.6707,375.2174,259.48743,504.08582,-285.03845,504.1277,1
329.28564,-813.0728,-752.0597,368.96143,-58.690063,422.3495,1
803.749,-386.72766,588.1301,181.47119,497.39575,527.7462,1
787.6106,732.4076,45.48242,724.9877,764.2721,-155.70648,1
-136.37878,-870.61273,-179.43365,608.9094,71.56787,32.131104,1
-689.27795,115.31885,780.64465,447.7395,194.27393,980.51306,1
-366.2721,-442.64398,-226.659,-430.87256,-273.71912,-364.67188,1
-592.8304,627.87915,757.6128,-470.54395,-250.58466,15.450928,1
544.74963,501.6101,368.08606,-773.8775,877.0045,34.246094,1
485.0244,-514.46674,-902.4589,69.67761,-988.7398,-660.4657,0
768.922,72.79126,-943.48425,-137.8324,-687.15857,294.21667,0
655.6028,-123.61188,-390.0562,659.79785,-418.6018,-88.776855,1
